Year,DayOfYear,Value
2013,272,63.9
2013,273,62.38
2013,274,63.84
2013,275,62.05
2013,276,62.88
2013,277,60.46
2013,278,61.91
2013,279,62.46
2013,280,61.69
2013,281,58.17
2013,282,61.15
2013,283,66.79
2013,284,63.84
2013,285,61.42
2013,286,62.22
2013,287,58.7
2013,288,65.08
2013,289,62.39
2013,290,60.51
2013,291,63.88
2013,292,67.95
2013,293,64.24
2013,294,57.76
2013,295,57.05
2013,296,60.48
2013,297,64.29
2013,298,58.83
2013,299,60.04
2013,300,61.69
2013,301,63.57
2013,302,63.68
2013,303,62.8
2013,304,59.47
2013,305,56.82
2013,306,58.39
2013,307,61.36
2013,308,66.76
2013,309,62.96
2013,310,61.18
2013,311,62.31
2013,312,64.21
2013,313,63.22
2013,314,61.81
2013,315,64.48
2013,316,66.55
2013,317,66.44
2013,318,58.53
2013,319,59.19
2013,320,62.8
2013,321,63.95
2013,322,60.48
2013,323,59.22
2013,324,59.19
2013,325,60.01
2013,326,62.35
2013,327,62.72
2013,328,60.46
2013,329,68.95
2013,330,64.5
2013,331,59.93
2013,332,59.05
2013,333,57.59
2013,334,57.84
2013,335,61.34
2013,336,61.25
2013,337,65.39
2013,338,59.74
2013,339,65.34
2013,340,60.73
2013,341,65.0
2013,342,59.54
2013,343,60.4
2013,344,64.7
2013,345,61.8
2013,346,63.76
2013,347,59.16
2013,348,56.77
2013,349,59.88
2013,350,63.4
2013,351,66.21
2013,352,61.28
2013,353,67.6
2013,354,61.95
2014,14,62.16
2014,15,62.16
2014,16,61.67
2014,17,58.69
2014,18,59.83
2014,19,62.63
2014,20,58.37
2014,21,58.08
2014,22,59.88
2014,23,60.6
2014,24,59.22
2014,25,60.74
2014,26,60.7
2014,27,64.43
2014,28,61.65
2014,29,61.73
2014,30,61.0
2014,31,65.19
2014,32,65.0
2014,33,64.32
2014,34,68.06
2014,35,59.46
2014,36,58.03
2014,37,62.78
2014,38,63.82
2014,39,62.53
2014,40,62.6
2014,41,61.89
2014,42,60.71
2014,43,66.49
2014,44,61.91
2014,45,60.41
2014,46,62.61
2014,47,58.25
2014,48,59.49
2014,49,63.35
2014,50,62.02
2014,51,65.41
2014,52,63.81
2014,53,60.59
2014,54,61.73
2014,55,64.24
2014,56,61.18
2014,57,61.2
2014,58,62.75
2014,59,61.53
2014,60,62.85
2014,61,60.98
2014,62,62.0
2014,63,61.42
2014,64,59.35
2014,65,58.48
2014,66,60.37
2014,67,65.67
2014,68,63.63
2014,69,63.18
2014,70,60.96
2014,71,60.18
2014,72,61.31
2014,73,61.26
2014,74,58.14
2014,75,62.91
2014,76,59.46
2014,77,61.53
2014,78,64.42
2014,79,64.37
2014,80,63.92
2014,81,61.31
2014,82,60.51
2014,83,62.41
2014,84,67.62
2014,85,61.23
2014,86,65.77
2014,87,62.39
2014,88,61.87
2014,89,62.8
2014,90,62.25
2014,91,60.84
2014,92,61.92
2014,93,64.64
2014,94,63.49
2014,95,60.21
2014,96,62.14
2014,97,60.48
2014,98,60.62
2014,99,59.19
2014,100,61.51
2014,101,64.31
2014,102,62.69
2014,103,61.17
2014,104,58.11
2014,105,60.02
2014,106,63.49
2014,107,64.18
2014,108,66.55
2014,109,63.26
2014,110,63.6
2014,111,60.27
2014,112,54.87
2014,113,60.12
2014,114,61.34
2014,115,58.03
2014,116,56.87
2014,117,59.88
2014,118,62.25
2014,119,59.86
2014,120,61.06
2014,121,58.62
2014,122,60.96
2014,123,59.08
2014,124,59.77
2014,125,59.05
2014,126,57.86
2014,127,60.68
2014,128,59.58
2014,129,58.37
2014,130,60.68
2014,131,65.2
2014,132,65.99
2014,133,61.64
2014,134,62.3
2014,135,66.38
2014,136,66.07
2014,137,61.65
2014,138,57.51
2014,139,60.38
2014,140,60.92
2014,141,63.88
2014,142,67.48
2014,143,63.71
2014,144,60.3
2014,145,59.32
2014,146,61.37
2014,147,62.2
2014,148,58.58
2014,149,60.46
2014,150,60.71
2014,151,60.92
2014,152,60.52
2014,153,55.59
2014,154,60.73
2014,155,60.3
2014,156,64.64
2014,157,63.76
2014,158,64.12
2014,159,60.48
2014,160,57.68
2014,161,58.31
2014,162,65.97
2014,163,64.5
2014,164,64.39
2014,165,61.37
2014,166,62.41
2014,167,64.62
2014,168,67.16
2014,169,65.61
2014,170,58.59
2014,171,57.6
2014,172,59.85
2014,173,61.8
2014,174,59.66
2014,175,61.14
2014,176,62.16
2014,177,61.18
2014,178,63.0
2014,179,59.43
2014,180,64.03
2014,181,61.86
2014,182,58.8
2014,183,63.16
2014,184,62.88
2014,185,60.57
2014,186,61.61
2014,187,63.82
2014,188,64.78
2014,189,59.86
2014,190,61.61
2014,191,64.04
2014,192,60.87
2014,193,63.7
2014,194,63.43
2014,195,65.38
2014,196,63.26
2014,197,64.54
2014,198,58.84
2014,199,56.55
2014,200,59.61
2014,201,59.21
2014,202,61.45
2014,203,64.48
2014,204,63.9
2014,205,61.87
2014,206,61.91
2014,207,62.22
2014,208,63.18
2014,209,64.62
2014,210,67.04
2014,211,65.0
2014,212,60.79
2014,213,60.01
2014,214,56.77
2014,215,61.23
2014,216,63.68
2014,217,58.7
2014,218,62.5
2014,219,69.33
2014,220,62.41
2014,221,60.41
2014,222,66.22
2014,223,63.21
2014,224,63.65
2014,225,64.28
2014,226,59.91
2014,227,61.2
2014,228,61.76
2014,229,57.78
2014,230,61.67
2014,231,61.2
2014,232,60.38
2014,233,59.25
2014,234,59.61
2014,235,63.02
2014,236,62.28
2014,237,62.5
2014,238,62.8
2014,239,61.12
2014,240,61.06
2014,241,63.62
2014,242,64.46
2014,243,65.89
2014,244,58.3
2014,245,61.86
2014,246,61.07
2014,247,62.97
2014,248,65.34
2014,249,65.11
2014,250,60.04
2014,251,62.36
2014,252,66.14
2014,253,63.46
2014,254,63.92
2014,255,60.67
2014,256,60.54
2014,257,61.58
2014,258,61.8
2014,259,58.19
2014,260,66.51
2014,261,60.52
2014,262,59.38
2014,263,62.39
2014,264,62.39
2014,265,62.64
2014,266,57.48
2014,267,63.84
2014,268,63.77
2014,269,66.63
2014,270,65.75
2014,271,65.7
2014,272,62.96
2014,273,61.91
2014,274,62.97
2014,275,64.92
2014,276,65.63
2014,277,67.09
2014,278,61.72
2014,279,63.9
2014,280,63.29
2014,281,62.36
2014,282,63.07
2014,283,56.79
2014,284,58.67
2014,285,59.1
2014,286,61.37
2014,287,68.55
2014,288,62.33
2014,289,61.01
2014,290,62.35
2014,291,61.26
2014,292,63.41
2014,293,60.21
2014,294,61.15
2014,295,62.93
2014,296,63.0
2014,297,64.57
2014,298,61.25
2014,299,64.15
2014,300,61.98
2014,301,63.16
2014,302,64.45
2014,303,64.04
2014,304,67.81
2014,305,65.11
2014,306,63.26
2014,307,62.38
2014,308,67.24
2014,309,67.4
2014,310,67.32
2014,311,65.75
2014,312,61.01
2014,313,64.54
2014,314,63.13
2014,315,70.49
2014,316,70.29
2014,317,64.18
2014,318,63.37
2014,319,62.13
2014,320,61.47
2014,321,62.64
2014,322,58.59
2014,323,60.68
2014,324,61.12
2014,325,62.19
2014,326,60.01
2014,327,60.04
2014,328,63.22
2014,329,67.35
2014,330,64.03
2014,331,61.75
2014,332,61.62
2014,333,59.77
2014,334,61.97
2014,335,63.9
2014,336,60.16
2014,337,59.66
2014,338,60.49
2014,339,60.79
2014,340,64.4
2014,341,65.01
2014,342,64.48
2014,343,65.45
2014,344,66.0
2014,345,59.86
2014,346,60.67
2014,347,61.04
2014,348,60.12
2014,349,61.17
2014,350,62.77
2014,351,61.72
2014,352,61.48
2014,353,62.96
2014,354,61.89
2015,15,65.17
2015,16,61.8
2015,17,61.5
2015,18,60.98
2015,19,60.59
2015,20,60.93
2015,21,58.28
2015,22,61.11
2015,23,64.35
2015,24,62.49
2015,25,64.17
2015,26,63.33
2015,27,64.81
2015,28,60.89
2015,29,61.59
2015,30,60.96
2015,31,61.04
2015,32,59.36
2015,33,60.73
2015,34,62.24
2015,35,63.24
2015,36,59.21
2015,37,61.56
2015,38,61.54
2015,39,59.72
2015,40,61.65
2015,41,62.68
2015,42,64.37
2015,43,60.73
2015,44,63.04
2015,45,64.32
2015,46,62.88
2015,47,59.58
2015,48,62.46
2015,49,62.61
2015,50,60.96
2015,51,61.07
2015,52,60.67
2015,53,63.35
2015,54,61.5
2015,55,57.31
2015,56,59.71
2015,57,65.91
2015,58,63.98
2015,59,60.71
2015,60,66.11
2015,61,60.57
2015,62,61.01
2015,63,63.19
2015,64,60.81
2015,65,59.49
2015,66,60.15
2015,67,61.48
2015,68,62.41
2015,69,65.19
2015,70,62.11
2015,71,62.83
2015,72,61.12
2015,73,62.11
2015,74,58.23
2015,75,62.02
2015,76,64.15
2015,77,63.63
2015,78,63.76
2015,79,60.37
2015,80,61.12
2015,81,61.22
2015,82,55.81
2015,83,63.55
2015,84,67.43
2015,85,65.14
2015,86,63.43
2015,87,61.54
2015,88,62.49
2015,89,68.88
2015,90,62.8
2015,91,64.45
2015,92,63.29
2015,93,62.83
2015,94,66.02
2015,95,63.84
2015,96,62.63
2015,97,60.87
2015,98,61.28
2015,99,62.93
2015,100,61.62
2015,101,57.62
2015,102,58.67
2015,103,59.63
2015,104,59.21
2015,105,60.65
2015,106,62.78
2015,107,59.06
2015,108,57.68
2015,109,58.03
2015,110,60.16
2015,111,67.59
2015,112,66.02
2015,113,67.29
2015,114,65.7
2015,115,63.35
2015,116,58.86
2015,117,57.98
2015,118,61.23
2015,119,61.62
2015,120,63.87
2015,121,61.37
2015,122,58.23
2015,123,60.05
2015,124,64.01
2015,125,58.99
2015,126,57.68
2015,127,59.32
2015,128,64.81
2015,129,61.42
2015,130,61.09
2015,131,61.04
2015,132,59.8
2015,133,63.96
2015,134,62.44
2015,135,64.59
2015,136,60.74
2015,137,60.41
2015,138,57.31
2015,139,59.41
2015,140,61.29
2015,141,57.32
2015,142,55.58
2015,143,57.62
2015,144,60.78
2015,145,60.26
2015,146,57.89
2015,147,60.07
2015,148,62.46
2015,149,62.03
2015,150,65.16
2015,151,63.18
2015,152,60.34
2015,153,61.83
2015,154,59.46
2015,155,62.08
2015,156,64.06
2015,157,66.22
2015,158,63.66
2015,159,61.72
2015,160,63.26
2015,161,62.35
2015,162,62.58
2015,163,58.28
2015,164,59.38
2015,165,61.47
2015,166,61.12
2015,167,64.68
2015,168,61.62
2015,169,61.06
2015,170,63.0
2015,171,63.4
2015,172,61.07
2015,173,61.45
2015,174,60.05
2015,175,60.54
2015,176,66.27
2015,177,62.88
2015,178,58.73
2015,179,56.35
2015,180,60.76
2015,181,60.52
2015,182,62.55
2015,183,61.48
2015,184,61.28
2015,185,64.2
2015,186,63.51
2015,187,63.13
2015,188,62.14
2015,189,59.9
2015,190,60.05
2015,191,58.73
2015,192,56.87
2015,193,61.92
2015,194,62.33
2015,195,57.84
2015,196,59.49
2015,197,63.63
2015,198,58.58
2015,199,60.82
2015,200,64.48
2015,201,64.57
2015,202,65.49
2015,203,63.49
2015,204,64.37
2015,205,66.43
2015,206,58.5
2015,207,63.96
2015,208,64.06
2015,209,62.24
2015,210,61.43
2015,211,59.57
2015,212,61.22
2015,213,60.79
2015,214,61.0
2015,215,60.65
2015,216,59.05
2015,217,56.79
2015,218,63.08
2015,219,64.31
2015,220,62.2
2015,221,62.13
2015,222,56.44
2015,223,59.02
2015,224,60.16
2015,225,60.73
2015,226,60.74
2015,227,63.62
2015,228,65.23
2015,229,60.63
2015,230,63.54
2015,231,65.06
2015,232,66.03
2015,233,65.63
2015,234,59.58
2015,235,60.02
2015,236,64.94
2015,237,62.39
2015,238,58.83
2015,239,61.18
2015,240,63.55
2015,241,65.81
2015,242,61.92
2015,243,63.08
2015,244,59.27
2015,245,64.48
2015,246,61.26
2015,247,66.3
2015,248,60.26
2015,249,59.8
2015,250,62.05
2015,251,60.16
2015,252,65.7
2015,253,67.09
2015,254,66.24
2015,255,65.03
2015,256,62.94
2015,257,63.48
2015,258,60.79
2015,259,58.86
2015,260,59.66
2015,261,65.42
2015,262,61.98
2015,263,55.94
2015,264,62.38
2015,265,65.63
2015,266,61.89
2015,267,61.29
2015,268,58.14
2015,269,62.06
2015,270,63.24
2015,271,61.12
2015,272,62.96
2015,273,69.08
2015,274,62.19
2015,275,61.64
2015,276,62.3
2015,277,61.62
2015,278,60.26
2015,279,61.98
2015,280,61.2
2015,281,60.13
2015,282,62.69
2015,283,63.62
2015,284,62.82
2015,285,58.2
2015,286,61.64
2015,287,62.27
2015,288,64.5
2015,289,66.79
2015,290,63.73
2015,291,65.75
2015,292,63.79
2015,293,63.16
2015,294,64.17
2015,295,62.85
2015,296,64.43
2015,297,55.72
2015,298,62.13
2015,299,65.0
2015,300,62.49
2015,301,60.81
2015,302,61.59
2015,303,60.63
2015,304,62.42
2015,305,61.18
2015,306,62.85
2015,307,60.54
2015,308,61.5
2015,309,62.17
2015,310,59.91
2015,311,62.99
2015,312,64.5
2015,313,62.52
2015,314,61.03
2015,315,59.58
2015,316,62.3
2015,317,65.23
2015,318,63.73
2015,319,62.8
2015,320,59.65
2015,321,61.75
2015,322,67.23
2015,323,63.15
2015,324,61.34
2015,325,60.15
2015,326,55.38
2015,327,65.09
2015,328,62.41
2015,329,58.17
2015,330,61.61
2015,331,64.97
2015,332,62.94
2015,333,59.19
2015,334,61.75
2015,335,64.43
2015,336,64.04
2015,337,65.22
2015,338,61.58
2015,339,64.15
2015,340,62.46
2015,341,62.06
2015,342,64.35
2015,343,60.24
2015,344,57.93
2015,345,62.46
2015,346,59.52
2015,347,60.71
2015,348,62.82
2015,349,65.69
2015,350,60.84
2015,351,58.92
2015,352,63.82
2015,353,68.08
2015,354,64.17
2016,15,59.32
2016,16,57.53
2016,17,61.69
2016,18,61.92
2016,19,60.01
2016,20,56.95
2016,21,61.59
2016,22,60.85
2016,23,62.35
2016,24,58.84
2016,25,60.65
2016,26,58.22
2016,27,59.27
2016,28,59.06
2016,29,57.16
2016,30,61.29
2016,31,61.11
2016,32,59.9
2016,33,59.91
2016,34,58.41
2016,35,61.18
2016,36,59.9
2016,37,62.94
2016,38,64.65
2016,39,60.71
2016,40,58.99
2016,41,61.56
2016,42,61.0
2016,43,59.82
2016,44,62.19
2016,45,57.82
2016,46,58.09
2016,47,62.82
2016,48,61.22
2016,49,58.03
2016,50,63.33
2016,51,63.77
2016,52,58.37
2016,53,57.82
2016,54,57.23
2016,55,57.56
2016,56,59.55
2016,57,60.57
2016,58,61.03
2016,59,58.45
2016,60,58.48
2016,61,60.05
2016,62,59.85
2016,63,61.22
2016,64,60.62
2016,65,59.08
2016,66,61.28
2016,67,59.05
2016,68,59.33
2016,69,63.77
2016,70,63.3
2016,71,59.85
2016,72,60.73
2016,73,59.0
2016,74,59.32
2016,75,59.65
2016,76,62.49
2016,77,63.05
2016,78,61.61
2016,79,59.36
2016,80,59.32
2016,81,59.14
2016,82,58.44
2016,83,58.34
2016,84,61.2
2016,85,63.52
2016,86,61.64
2016,87,55.16
2016,88,58.03
2016,89,60.13
2016,90,62.06
2016,91,61.47
2016,92,59.25
2016,93,59.13
2016,94,62.11
2016,95,64.21
2016,96,62.69
2016,97,59.61
2016,98,61.32
2016,99,57.95
2016,100,58.36
2016,101,61.2
2016,102,63.08
2016,103,61.0
2016,104,62.19
2016,105,59.14
2016,106,61.01
2016,107,59.47
2016,108,56.44
2016,109,62.05
2016,110,59.21
2016,111,59.22
2016,112,61.25
2016,113,59.94
2016,114,60.7
2016,115,60.63
2016,116,63.11
2016,117,58.0
2016,118,55.55
2016,119,59.1
2016,120,61.54
2016,121,63.48
2016,122,62.14
2016,123,60.98
2016,124,59.99
2016,125,61.32
2016,126,58.95
2016,127,59.33
2016,128,60.48
2016,129,61.04
2016,130,62.02
2016,131,60.78
2016,132,59.6
2016,133,59.6
2016,134,60.89
2016,135,60.43
2016,136,57.65
2016,137,59.02
2016,138,56.79
2016,139,61.32
2016,140,60.05
2016,141,61.43
2016,142,62.91
2016,143,65.77
2016,144,60.02
2016,145,62.69
2016,146,63.38
2016,147,60.92
2016,148,65.19
2016,149,61.2
2016,150,59.39
2016,151,59.11
2016,152,59.35
2016,153,60.52
2016,154,63.43
2016,155,59.24
2016,156,62.94
2016,157,62.31
2016,158,62.75
2016,159,59.82
2016,160,60.98
2016,161,62.05
2016,162,55.28
2016,163,60.37
2016,164,62.27
2016,165,60.51
2016,166,59.11
2016,167,59.86
2016,168,63.21
2016,169,63.15
2016,170,58.04
2016,171,59.36
2016,172,63.46
2016,173,62.17
2016,174,59.24
2016,175,60.81
2016,176,61.31
2016,177,59.22
2016,178,58.92
2016,179,58.61
2016,180,58.37
2016,181,59.55
2016,182,61.12
2016,183,61.97
2016,184,62.64
2016,185,61.89
2016,186,61.2
2016,187,60.54
2016,188,57.05
2016,189,63.29
2016,190,63.7
2016,191,60.89
2016,192,61.42
2016,193,62.38
2016,194,60.34
2016,195,64.23
2016,196,61.87
2016,197,60.52
2016,198,57.13
2016,199,55.74
2016,200,56.85
2016,201,57.84
2016,202,57.12
2016,203,58.31
2016,204,62.25
2016,205,62.36
2016,206,61.11
2016,207,58.06
2016,208,61.4
2016,209,61.8
2016,210,60.81
2016,211,63.21
2016,212,62.99
2016,213,62.19
2016,214,62.49
2016,215,61.18
2016,216,62.82
2016,217,60.34
2016,218,59.13
2016,219,59.17
2016,220,58.64
2016,221,61.86
2016,222,59.41
2016,223,59.55
2016,224,63.38
2016,225,61.04
2016,226,61.73
2016,227,59.86
2016,228,59.94
2016,229,60.34
2016,230,58.45
2016,231,59.63
2016,232,64.42
2016,233,62.42
2016,234,64.48
2016,235,62.75
2016,236,62.24
2016,237,63.18
2016,238,60.37
2016,239,59.47
2016,240,56.79
2016,241,54.75
2016,242,59.1
2016,243,63.19
2016,244,63.85
2016,245,61.87
2016,246,60.85
2016,247,57.7
2016,248,61.56
2016,249,58.55
2016,250,60.43
2016,251,60.05
2016,252,61.11
2016,253,61.28
2016,254,60.41
2016,255,61.84
2016,256,59.76
2016,257,57.09
2016,258,62.55
2016,259,63.51
2016,260,61.28
2016,261,59.03
2016,262,62.03
2016,263,59.06
2016,264,62.71
2016,265,63.55
2016,266,62.78
2016,267,57.18
2016,268,62.06
2016,269,61.7
2016,270,59.21
2016,271,58.17
2016,272,58.06
2016,273,58.73
2016,274,61.78
2016,275,63.79
2016,276,60.48
2016,277,60.93
2016,278,62.6
2016,279,64.23
2016,280,60.27
2016,281,59.03
2016,282,60.59
2016,283,60.62
2016,284,60.07
2016,285,62.13
2016,286,59.72
2016,287,64.2
2016,288,59.72
2016,289,61.73
2016,290,61.45
2016,291,62.83
2016,292,61.61
2016,293,59.13
2016,294,57.51
2016,295,60.08
2016,296,60.62
2016,297,58.41
2016,298,56.36
2016,299,56.99
2016,300,60.45
2016,301,58.58
2016,302,62.47
2016,303,64.81
2016,304,60.37
2016,305,64.43
2016,306,60.67
2016,307,57.15
2016,308,62.16
2016,309,63.18
2016,310,64.29
2016,311,63.84
2016,312,61.15
2016,313,62.69
2016,314,56.65
2016,315,58.62
2016,316,60.95
2016,317,63.88
2016,318,62.03
2016,319,63.26
2016,320,62.11
2016,321,57.9
2016,322,59.11
2016,323,60.23
2016,324,57.86
2016,325,68.14
2016,326,62.03
2016,327,63.66
2016,328,64.26
2016,329,61.89
2016,330,58.3
2016,331,60.85
2016,332,59.44
2016,333,60.29
2016,334,59.91
2016,335,59.25
2016,336,57.43
2016,337,58.55
2016,338,59.36
2016,339,59.06
2016,340,58.47
2016,341,59.65
2016,342,62.66
2016,343,61.78
2016,344,60.85
2016,345,60.62
2016,346,60.52
2016,347,62.06
2016,348,61.11
2016,349,58.51
2016,350,60.38
2016,351,60.37
2016,352,61.73
2016,353,60.81
2016,354,58.75
2017,15,59.3
2017,16,65.92
2017,17,62.44
2017,18,64.73
2017,19,68.44
2017,20,63.65
2017,21,67.35
2017,22,65.06
2017,23,61.73
2017,24,60.57
2017,25,61.61
2017,26,61.32
2017,27,62.19
2017,28,59.33
2017,29,63.84
2017,30,61.61
2017,31,62.47
2017,32,63.93
2017,33,65.38
2017,34,61.09
2017,35,64.73
2017,36,60.41
2017,37,57.01
2017,38,59.13
2017,39,63.92
2017,40,65.31
2017,41,62.89
2017,42,63.88
2017,43,62.3
2017,44,54.62
2017,45,59.83
2017,46,65.01
2017,47,61.32
2017,48,61.84
2017,49,63.16
2017,50,61.45
2017,51,61.87
2017,52,58.48
2017,53,57.86
2017,54,61.2
2017,55,63.21
2017,56,59.16
2017,57,57.01
2017,58,62.41
2017,59,56.33
2017,60,60.48
2017,61,64.84
2017,62,68.91
2017,63,64.03
2017,64,57.65
2017,65,62.03
2017,66,62.0
2017,67,59.94
2017,68,63.44
2017,69,65.58
2017,70,62.91
2017,71,61.87
2017,72,60.24
2017,73,58.55
2017,74,62.25
2017,75,57.12
2017,76,64.45
2017,77,63.24
2017,78,65.85
2017,79,61.37
2017,80,62.0
2017,81,57.76
2017,82,56.95
2017,83,61.37
2017,84,63.54
2017,85,64.53
2017,86,66.65
2017,87,62.94
2017,88,61.75
2017,89,65.09
2017,90,61.28
2017,91,61.25
2017,92,61.61
2017,93,60.68
2017,94,60.96
2017,95,62.71
2017,96,60.57
2017,97,57.51
2017,98,58.58
2017,99,59.52
2017,100,64.86
2017,101,62.99
2017,102,59.74
2017,103,62.25
2017,104,61.64
2017,105,62.41
2017,106,62.72
2017,107,64.34
2017,108,65.23
2017,109,63.46
2017,110,58.25
2017,111,58.42
2017,112,62.96
2017,113,65.67
2017,114,65.44
2017,115,63.59
2017,116,61.91
2017,117,60.79
2017,118,60.79
2017,119,63.96
2017,120,65.01
2017,121,61.26
2017,122,58.61
2017,123,61.2
2017,124,64.7
2017,125,61.92
2017,126,61.23
2017,127,63.66
2017,128,65.11
2017,129,65.06
2017,130,64.76
2017,131,63.7
2017,132,65.14
2017,133,65.85
2017,134,58.45
2017,135,62.0
2017,136,67.73
2017,137,63.68
2017,138,62.88
2017,139,65.81
2017,140,69.6
2017,141,65.44
2017,142,64.81
2017,143,61.56
2017,144,61.81
2017,145,65.53
2017,146,63.9
2017,147,66.14
2017,148,67.53
2017,149,63.26
2017,150,60.45
2017,151,61.07
2017,152,63.98
2017,153,64.83
2017,154,60.43
2017,155,61.36
2017,156,63.33
2017,157,63.38
2017,158,59.99
2017,159,57.26
2017,160,62.52
2017,161,66.62
2017,162,63.3
2017,163,61.87
2017,164,56.47
2017,165,62.68
2017,166,61.72
2017,167,59.77
2017,168,63.7
2017,169,67.34
2017,170,64.84
2017,171,59.14
2017,172,60.57
2017,173,65.08
2017,174,63.07
2017,175,67.26
2017,176,61.07
2017,177,56.36
2017,178,60.12
2017,179,62.52
2017,180,59.16
2017,181,58.61
2017,182,61.15
2017,183,64.62
2017,184,65.34
2017,185,64.97
2017,186,65.2
2017,187,62.78
2017,188,62.24
2017,189,66.27
2017,190,61.22
2017,191,61.31
2017,192,62.11
2017,193,65.92
2017,194,67.05
2017,195,66.21
2017,196,63.07
2017,197,61.04
2017,198,64.32
2017,199,63.68
2017,200,63.95
2017,201,61.81
2017,202,64.07
2017,203,62.36
2017,204,61.98
2017,205,63.02
2017,206,64.23
2017,207,66.62
2017,208,64.67
2017,209,63.29
2017,210,62.94
2017,211,66.87
2017,212,64.32
2017,213,65.69
2017,214,67.54
2017,215,67.31
2017,216,59.9
2017,217,64.07
2017,218,61.95
2017,219,60.84
2017,220,65.55
2017,221,65.25
2017,222,57.75
2017,223,62.33
2017,224,61.25
2017,225,64.73
2017,226,60.56
2017,227,58.3
2017,228,61.26
2017,229,58.86
2017,230,58.75
2017,231,63.74
2017,232,69.77
2017,233,57.18
2017,234,60.93
2017,235,64.57
2017,236,62.17
2017,237,62.36
2017,238,62.6
2017,239,63.88
2017,240,61.18
2017,241,65.11
2017,242,63.02
2017,243,64.76
2017,244,65.01
2017,245,64.18
2017,246,64.64
2017,247,67.02
2017,248,65.45
2017,249,66.55
2017,250,59.11
2017,251,66.11
2017,252,64.07
2017,253,63.54
2017,254,66.77
2017,255,66.3
2017,256,67.38
2017,257,64.43
2017,258,68.59
2017,259,67.07
2017,260,61.72
2017,261,58.92
2017,262,62.11
2017,263,63.7
2017,264,62.82
2017,265,59.06
2017,266,57.42
2017,267,61.06
2017,268,66.02
2017,269,69.0
2017,270,66.85
2017,271,61.04
2017,272,60.79
2017,273,65.39
2017,274,61.83
2017,275,59.35
2017,276,60.12
2017,277,66.1
2017,278,58.5
2017,279,60.79
2017,280,60.26
2017,281,62.91
2017,282,58.48
2017,283,63.11
2017,284,61.2
2017,285,57.34
2017,286,64.89
2017,287,60.08
2017,288,55.16
2017,289,59.39
2017,290,61.17
2017,291,64.34
2017,292,63.41
2017,293,59.76
2017,294,62.16
2017,295,63.85
2017,296,64.65
2017,297,62.93
2017,298,59.35
2017,299,60.49
2017,300,62.14
2017,301,59.77
2017,302,59.25
2017,303,65.7
2017,304,64.1
2017,305,61.22
2017,306,59.71
2017,307,62.99
2017,308,61.09
2017,309,60.04
2017,310,61.45
2017,311,60.02
2017,312,66.36
2017,313,59.5
2017,314,59.82
2017,315,63.73
2017,316,64.92
2017,317,61.0
2017,318,62.63
2017,319,61.39
2017,320,58.73
2017,321,63.63
2017,322,65.28
2017,323,65.39
2017,324,57.9
2017,325,60.15
2017,326,65.38
2017,327,62.41
2017,328,60.49
2017,329,58.22
2017,330,59.74
2017,331,61.5
2017,332,58.75
2017,333,59.19
2017,334,60.67
2017,335,62.08
2017,336,66.8
2017,337,61.8
2017,338,64.81
2017,339,58.0
2017,340,63.22
2017,341,62.94
2017,342,60.7
2017,343,59.16
2017,344,60.74
2017,345,57.57
2017,346,57.27
2017,347,60.01
2017,348,63.11
2017,349,63.11
2017,350,62.36
2017,351,60.73
2017,352,62.52
2017,353,55.49
2017,354,59.44
2018,15,56.47
2018,16,60.07
2018,17,57.45
2018,18,60.27
2018,19,61.92
2018,20,58.2
2018,21,65.64
2018,22,62.46
2018,23,62.42
2018,24,63.35
2018,25,63.9
2018,26,63.95
2018,27,65.64
2018,28,64.03
2018,29,63.04
2018,30,61.97
2018,31,61.72
2018,32,61.01
2018,33,62.42
2018,34,64.1
2018,35,63.76
2018,36,63.66
2018,37,61.84
2018,38,62.74
2018,39,67.05
2018,40,64.68
2018,41,61.31
2018,42,60.85
2018,43,61.03
2018,44,60.18
2018,45,59.52
2018,46,66.21
2018,47,68.2
2018,48,63.51
2018,49,63.51
2018,50,61.39
2018,51,58.67
2018,52,60.76
2018,53,60.4
2018,54,64.14
2018,55,60.81
2018,56,59.0
2018,57,62.02
2018,58,61.86
2018,59,63.33
2018,60,57.51
2018,61,62.46
2018,62,60.82
2018,63,62.22
2018,64,61.5
2018,65,59.36
2018,66,61.12
2018,67,60.18
2018,68,63.44
2018,69,62.91
2018,70,65.91
2018,71,65.81
2018,72,60.51
2018,73,58.75
2018,74,61.37
2018,75,61.58
2018,76,62.96
2018,77,61.54
2018,78,64.12
2018,79,64.78
2018,80,61.91
2018,81,65.72
2018,82,62.44
2018,83,57.68
2018,84,65.09
2018,85,61.43
2018,86,58.89
2018,87,60.02
2018,88,61.14
2018,89,62.27
2018,90,63.33
2018,91,65.92
2018,92,64.57
2018,93,65.52
2018,94,62.78
2018,95,57.6
2018,96,58.15
2018,97,63.35
2018,98,63.9
2018,99,61.97
2018,100,59.13
2018,101,65.01
2018,102,64.98
2018,103,59.28
2018,104,61.09
2018,105,59.9
2018,106,64.12
2018,107,64.43
2018,108,64.64
2018,109,59.39
2018,110,58.84
2018,111,60.45
2018,112,63.38
2018,113,65.8
2018,114,63.26
2018,115,59.86
2018,116,62.35
2018,117,58.15
2018,118,57.67
2018,119,58.17
2018,120,65.52
2018,121,63.95
2018,122,64.62
2018,123,65.78
2018,124,66.57
