Year,DayOfYear,Date,Value
2019,105,2019-04-15,65.23
2019,106,2019-04-16,65.55
2019,107,2019-04-17,61.7
2019,108,2019-04-18,62.0
2019,109,2019-04-19,66.82
2019,110,2019-04-20,62.77
2019,111,2019-04-21,60.48
2019,112,2019-04-22,61.86
2019,113,2019-04-23,64.95
2019,114,2019-04-24,64.73
2019,115,2019-04-25,66.43
2019,116,2019-04-26,64.5
2019,117,2019-04-27,62.75
2019,118,2019-04-28,61.39
2019,119,2019-04-29,65.44
2019,120,2019-04-30,66.9
2019,121,2019-05-01,63.74
2019,122,2019-05-02,68.15
2019,123,2019-05-03,65.97
2019,124,2019-05-04,67.59
2019,125,2019-05-05,65.66
2019,126,2019-05-06,62.53
2019,127,2019-05-07,59.32
2019,128,2019-05-08,60.13
2019,129,2019-05-09,64.15
2019,130,2019-05-10,64.57
2019,131,2019-05-11,65.06
2019,132,2019-05-12,62.69
2019,133,2019-05-13,65.19
2019,134,2019-05-14,65.38
2019,135,2019-05-15,63.37
2019,136,2019-05-16,60.45
2019,137,2019-05-17,58.83
2019,138,2019-05-18,60.24
2019,139,2019-05-19,63.3
2019,140,2019-05-20,68.67
2019,141,2019-05-21,61.86
2019,142,2019-05-22,58.0
2019,143,2019-05-23,58.31
2019,144,2019-05-24,60.04
2019,145,2019-05-25,63.98
2019,146,2019-05-26,66.6
2019,147,2019-05-27,63.24
2019,148,2019-05-28,59.19
2019,149,2019-05-29,60.51
2019,150,2019-05-30,63.71
2019,151,2019-05-31,65.83
2019,152,2019-06-01,66.11
2019,153,2019-06-02,62.0
2019,154,2019-06-03,66.51
2019,155,2019-06-04,59.86
2019,156,2019-06-05,63.08
2019,157,2019-06-06,61.54
2019,158,2019-06-07,60.65
2019,159,2019-06-08,60.48
2019,160,2019-06-09,65.55
2019,161,2019-06-10,63.63
2019,162,2019-06-11,59.38
2019,163,2019-06-12,62.03
2019,164,2019-06-13,63.88
2019,165,2019-06-14,63.49
2019,166,2019-06-15,62.2
2019,167,2019-06-16,64.12
2019,168,2019-06-17,58.88
2019,169,2019-06-18,58.0
2019,170,2019-06-19,61.01
2019,171,2019-06-20,61.58
2019,172,2019-06-21,63.73
2019,173,2019-06-22,64.54
2019,174,2019-06-23,65.3
2019,175,2019-06-24,62.71
2019,176,2019-06-25,58.36
2019,177,2019-06-26,58.0
2019,178,2019-06-27,60.45
2019,179,2019-06-28,62.08
2019,180,2019-06-29,61.59
2019,181,2019-06-30,60.13
2019,182,2019-07-01,64.43
2019,183,2019-07-02,61.78
2019,184,2019-07-03,61.07
2019,185,2019-07-04,59.58
2019,186,2019-07-05,61.89
2019,187,2019-07-06,63.04
2019,188,2019-07-07,62.39
2019,189,2019-07-08,61.81
2019,190,2019-07-09,60.7
2019,191,2019-07-10,61.26
2019,192,2019-07-11,64.07
2019,193,2019-07-12,65.06
2019,194,2019-07-13,63.26
2019,195,2019-07-14,63.96
2019,196,2019-07-15,66.49
2019,197,2019-07-16,66.11
2019,198,2019-07-17,58.59
2019,199,2019-07-18,58.0
2019,200,2019-07-19,60.73
2019,201,2019-07-20,62.41
2019,202,2019-07-21,64.53
2019,203,2019-07-22,65.96
2019,204,2019-07-23,64.54
2019,205,2019-07-24,65.74
2019,206,2019-07-25,65.64
2019,207,2019-07-26,60.37
2019,208,2019-07-27,58.0
2019,209,2019-07-28,60.45
2019,210,2019-07-29,59.54
2019,211,2019-07-30,60.79
2019,212,2019-07-31,62.11
2019,213,2019-08-01,64.24
2019,214,2019-08-02,60.76
2019,215,2019-08-03,62.02
2019,216,2019-08-04,65.55
2019,217,2019-08-05,63.9
2019,218,2019-08-06,63.29
2019,219,2019-08-07,65.5
2019,220,2019-08-08,64.79
2019,221,2019-08-09,63.76
2019,222,2019-08-10,63.51
2019,223,2019-08-11,65.19
2019,224,2019-08-12,65.3
2019,225,2019-08-13,64.1
2019,226,2019-08-14,63.63
2019,227,2019-08-15,62.41
2019,228,2019-08-16,63.44
2019,229,2019-08-17,62.42
2019,230,2019-08-18,59.14
2019,231,2019-08-19,60.82
2019,232,2019-08-20,65.67
2019,233,2019-08-21,62.22
2019,234,2019-08-22,63.82
2019,235,2019-08-23,59.41
2019,236,2019-08-24,58.26
2019,237,2019-08-25,62.36
2019,238,2019-08-26,65.03
2019,239,2019-08-27,62.28
2019,240,2019-08-28,60.12
2019,241,2019-08-29,63.15
2019,242,2019-08-30,61.73
2019,243,2019-08-31,59.66
2019,244,2019-09-01,63.71
2019,245,2019-09-02,63.95
2019,246,2019-09-03,64.14
2019,247,2019-09-04,64.87
2019,248,2019-09-05,65.88
2019,249,2019-09-06,61.39
2019,250,2019-09-07,59.88
2019,251,2019-09-08,65.17
2019,252,2019-09-09,68.47
2019,253,2019-09-10,63.21
2019,254,2019-09-11,62.35
2019,255,2019-09-12,61.51
2019,256,2019-09-13,60.19
2019,257,2019-09-14,60.21
2019,258,2019-09-15,61.0
2019,259,2019-09-16,64.1
2019,260,2019-09-17,61.94
2019,261,2019-09-18,61.22
2019,262,2019-09-19,61.65
2019,263,2019-09-20,62.16
2019,264,2019-09-21,60.54
2019,265,2019-09-22,64.07
2019,266,2019-09-23,62.69
2019,267,2019-09-24,58.39
2019,268,2019-09-25,60.27
2019,269,2019-09-26,62.19
2019,270,2019-09-27,64.18
2019,271,2019-09-28,64.03
2019,272,2019-09-29,61.07
2019,273,2019-09-30,59.83
2019,274,2019-10-01,61.04
2019,275,2019-10-02,63.27
2019,276,2019-10-03,64.23
2019,277,2019-10-04,64.21
2019,278,2019-10-05,63.96
2019,279,2019-10-06,64.53
2019,280,2019-10-07,61.42
2019,281,2019-10-08,59.91
2019,282,2019-10-09,63.26
2019,283,2019-10-10,58.72
2019,284,2019-10-11,61.04
2019,285,2019-10-12,62.96
2019,286,2019-10-13,63.6
2019,287,2019-10-14,61.73
2019,288,2019-10-15,61.56
2019,289,2019-10-16,64.72
2019,290,2019-10-17,64.68
2019,291,2019-10-18,64.64
2019,292,2019-10-19,64.57
2019,293,2019-10-20,64.23
2019,294,2019-10-21,64.64
2019,295,2019-10-22,60.15
2019,296,2019-10-23,65.19
2019,297,2019-10-24,65.63
2019,298,2019-10-25,67.49
2019,299,2019-10-26,61.97
2019,300,2019-10-27,61.91
2019,301,2019-10-28,61.12
2019,302,2019-10-29,64.94
2019,303,2019-10-30,60.59
2019,304,2019-10-31,63.04
2019,305,2019-11-01,63.27
2019,306,2019-11-02,64.21
2019,307,2019-11-03,62.11
2019,308,2019-11-04,67.01
2019,309,2019-11-05,69.25
2019,310,2019-11-06,67.29
2019,311,2019-11-07,60.18
2019,312,2019-11-08,64.95
2019,313,2019-11-09,59.39
2019,314,2019-11-10,58.0
2019,315,2019-11-11,63.7
2019,316,2019-11-12,64.03
2019,317,2019-11-13,65.36
2019,318,2019-11-14,61.72
2019,319,2019-11-15,59.24
2019,320,2019-11-16,59.22
2019,321,2019-11-17,58.0
2019,322,2019-11-18,60.9
2019,323,2019-11-19,63.77
2019,324,2019-11-20,63.57
2019,325,2019-11-21,61.91
2019,326,2019-11-22,65.92
2019,327,2019-11-23,59.24
2019,328,2019-11-24,63.27
2019,329,2019-11-25,64.61
2019,330,2019-11-26,62.17
2019,331,2019-11-27,58.17
2019,332,2019-11-28,58.0
2019,333,2019-11-29,65.33
2019,334,2019-11-30,64.48
2019,335,2019-12-01,60.45
2019,336,2019-12-02,61.87
2019,337,2019-12-03,62.09
2019,338,2019-12-04,58.0
2019,339,2019-12-05,62.88
2019,340,2019-12-06,58.0
2019,341,2019-12-07,62.85
2019,342,2019-12-08,62.61
2019,343,2019-12-09,59.88
2019,344,2019-12-10,59.52
2019,345,2019-12-11,62.49
2019,346,2019-12-12,61.25
2019,347,2019-12-13,60.29
2019,348,2019-12-14,61.45
2019,349,2019-12-15,63.44
2019,350,2019-12-16,60.26
2019,351,2019-12-17,59.91
2019,352,2019-12-18,63.35
2019,353,2019-12-19,67.62
2019,354,2019-12-20,64.62
2020,14,2020-01-14,64.15
2020,15,2020-01-15,64.14
2020,16,2020-01-16,64.03
2020,17,2020-01-17,65.63
2020,18,2020-01-18,65.52
2020,19,2020-01-19,62.42
2020,20,2020-01-20,61.39
2020,21,2020-01-21,64.26
2020,22,2020-01-22,60.79
2020,23,2020-01-23,59.16
2020,24,2020-01-24,63.9
2020,25,2020-01-25,63.19
2020,26,2020-01-26,60.32
2020,27,2020-01-27,63.37
2020,28,2020-01-28,62.2
2020,29,2020-01-29,60.46
2020,30,2020-01-30,61.8
2020,31,2020-01-31,64.28
2020,32,2020-02-01,68.78
2020,33,2020-02-02,65.56
2020,34,2020-02-03,63.33
2020,35,2020-02-04,61.25
2020,36,2020-02-05,66.55
2020,37,2020-02-06,67.86
2020,38,2020-02-07,61.03
2020,39,2020-02-08,58.0
2020,40,2020-02-09,61.32
2020,41,2020-02-10,63.81
2020,42,2020-02-11,63.88
2020,43,2020-02-12,65.85
2020,44,2020-02-13,70.13
2020,45,2020-02-14,62.71
2020,46,2020-02-15,61.87
2020,47,2020-02-16,62.25
2020,48,2020-02-17,62.36
2020,49,2020-02-18,64.92
2020,50,2020-02-19,63.54
2020,51,2020-02-20,61.29
2020,52,2020-02-21,64.83
2020,53,2020-02-22,63.13
2020,54,2020-02-23,64.21
2020,55,2020-02-24,61.87
2020,56,2020-02-25,62.93
2020,57,2020-02-26,65.36
2020,58,2020-02-27,66.08
2020,59,2020-02-28,66.25
2020,60,2020-02-29,65.91
2020,61,2020-03-01,64.32
2020,62,2020-03-02,65.8
2020,63,2020-03-03,66.27
2020,64,2020-03-04,63.19
2020,65,2020-03-05,63.41
2020,66,2020-03-06,63.55
2020,67,2020-03-07,64.24
2020,68,2020-03-08,60.18
2020,69,2020-03-09,66.11
2020,70,2020-03-10,64.43
2020,71,2020-03-11,62.49
2020,72,2020-03-12,67.92
2020,73,2020-03-13,65.2
2020,74,2020-03-14,62.77
2020,75,2020-03-15,61.18
2020,76,2020-03-16,62.13
2020,77,2020-03-17,62.17
2020,78,2020-03-18,64.95
2020,79,2020-03-19,63.24
2020,80,2020-03-20,63.11
2020,81,2020-03-21,64.48
2020,82,2020-03-22,65.7
2020,83,2020-03-23,65.17
2020,84,2020-03-24,63.82
2020,85,2020-03-25,65.63
2020,86,2020-03-26,65.7
2020,87,2020-03-27,61.42
2020,88,2020-03-28,63.41
2020,89,2020-03-29,62.47
2020,90,2020-03-30,62.58
2020,91,2020-03-31,66.66
2020,92,2020-04-01,65.63
2020,93,2020-04-02,63.51
2020,94,2020-04-03,66.0
2020,95,2020-04-04,64.06
2020,96,2020-04-05,62.75
2020,97,2020-04-06,64.79
2020,98,2020-04-07,62.03
2020,99,2020-04-08,64.03
2020,100,2020-04-09,60.13
2020,101,2020-04-10,64.28
2020,102,2020-04-11,68.2
2020,103,2020-04-12,62.58
2020,104,2020-04-13,63.16
2020,105,2020-04-14,63.93
2020,106,2020-04-15,63.41
2020,107,2020-04-16,61.97
2020,108,2020-04-17,63.4
2020,109,2020-04-18,64.92
2020,110,2020-04-19,64.59
2020,111,2020-04-20,62.06
2020,112,2020-04-21,65.09
2020,113,2020-04-22,65.05
2020,114,2020-04-23,65.74
2020,115,2020-04-24,64.53
2020,116,2020-04-25,61.31
2020,117,2020-04-26,58.62
2020,118,2020-04-27,58.0
2020,119,2020-04-28,62.46
2020,120,2020-04-29,68.09
2020,121,2020-04-30,62.86
2020,122,2020-05-01,60.68
2020,123,2020-05-02,64.34
2020,124,2020-05-03,61.18
2020,125,2020-05-04,60.21
2020,126,2020-05-05,62.75
2020,127,2020-05-06,63.1
2020,128,2020-05-07,59.5
2020,129,2020-05-08,61.39
2020,130,2020-05-09,63.46
2020,131,2020-05-10,62.6
2020,132,2020-05-11,65.27
2020,133,2020-05-12,64.61
2020,134,2020-05-13,63.21
2020,135,2020-05-14,59.82
2020,136,2020-05-15,62.69
2020,137,2020-05-16,63.88
2020,138,2020-05-17,61.43
2020,139,2020-05-18,60.56
2020,140,2020-05-19,64.95
2020,141,2020-05-20,65.83
2020,142,2020-05-21,65.19
2020,143,2020-05-22,65.74
2020,144,2020-05-23,61.97
2020,145,2020-05-24,63.3
2020,146,2020-05-25,62.39
2020,147,2020-05-26,64.97
2020,148,2020-05-27,66.41
2020,149,2020-05-28,65.89
2020,150,2020-05-29,62.33
2020,151,2020-05-30,65.52
2020,152,2020-05-31,63.02
2020,153,2020-06-01,59.88
2020,154,2020-06-02,62.2
2020,155,2020-06-03,65.5
2020,156,2020-06-04,65.64
2020,157,2020-06-05,62.6
2020,158,2020-06-06,66.46
2020,159,2020-06-07,62.52
2020,160,2020-06-08,64.03
2020,161,2020-06-09,66.88
2020,162,2020-06-10,66.11
2020,163,2020-06-11,61.69
2020,164,2020-06-12,61.5
2020,165,2020-06-13,62.96
2020,166,2020-06-14,64.15
2020,167,2020-06-15,65.27
2020,168,2020-06-16,66.46
2020,169,2020-06-17,60.24
2020,170,2020-06-18,61.97
2020,171,2020-06-19,65.86
2020,172,2020-06-20,62.47
2020,173,2020-06-21,64.1
2020,174,2020-06-22,61.4
2020,175,2020-06-23,63.59
2020,176,2020-06-24,64.35
2020,177,2020-06-25,66.0
2020,178,2020-06-26,63.27
2020,179,2020-06-27,64.83
2020,180,2020-06-28,64.17
2020,181,2020-06-29,64.78
2020,182,2020-06-30,69.79
2020,183,2020-07-01,68.62
2020,184,2020-07-02,63.0
2020,185,2020-07-03,67.53
2020,186,2020-07-04,64.5
2020,187,2020-07-05,63.99
2020,188,2020-07-06,60.87
2020,189,2020-07-07,63.73
2020,190,2020-07-08,64.94
2020,191,2020-07-09,65.63
2020,192,2020-07-10,64.83
2020,193,2020-07-11,63.73
2020,194,2020-07-12,62.2
2020,195,2020-07-13,62.77
2020,196,2020-07-14,63.33
2020,197,2020-07-15,62.09
2020,198,2020-07-16,58.47
2020,199,2020-07-17,59.85
2020,200,2020-07-18,66.14
2020,201,2020-07-19,69.68
2020,202,2020-07-20,62.64
2020,203,2020-07-21,61.75
2020,204,2020-07-22,59.9
2020,205,2020-07-23,63.87
2020,206,2020-07-24,65.06
2020,207,2020-07-25,61.62
2020,208,2020-07-26,62.17
2020,209,2020-07-27,63.46
2020,210,2020-07-28,64.01
2020,211,2020-07-29,63.22
2020,212,2020-07-30,65.14
2020,213,2020-07-31,65.14
2020,214,2020-08-01,60.82
2020,215,2020-08-02,63.95
2020,216,2020-08-03,65.05
2020,217,2020-08-04,62.25
2020,218,2020-08-05,62.19
2020,219,2020-08-06,64.42
2020,220,2020-08-07,61.81
2020,221,2020-08-08,62.74
2020,222,2020-08-09,62.14
2020,223,2020-08-10,62.31
2020,224,2020-08-11,66.51
2020,225,2020-08-12,66.33
2020,226,2020-08-13,65.33
2020,227,2020-08-14,61.7
2020,228,2020-08-15,66.22
2020,229,2020-08-16,60.19
2020,230,2020-08-17,58.47
2020,231,2020-08-18,58.77
2020,232,2020-08-19,62.78
2020,233,2020-08-20,68.3
2020,234,2020-08-21,65.7
2020,235,2020-08-22,61.98
2020,236,2020-08-23,61.43
2020,237,2020-08-24,64.17
2020,238,2020-08-25,61.86
2020,239,2020-08-26,63.68
2020,240,2020-08-27,58.0
2020,241,2020-08-28,58.0
2020,242,2020-08-29,63.29
2020,243,2020-08-30,67.29
2020,244,2020-08-31,65.14
2020,245,2020-09-01,63.55
2020,246,2020-09-02,65.31
2020,247,2020-09-03,67.42
2020,248,2020-09-04,65.83
2020,249,2020-09-05,65.19
2020,250,2020-09-06,64.61
2020,251,2020-09-07,64.2
2020,252,2020-09-08,62.77
2020,253,2020-09-09,65.36
2020,254,2020-09-10,63.85
2020,255,2020-09-11,66.21
2020,256,2020-09-12,63.76
2020,257,2020-09-13,65.42
2020,258,2020-09-14,65.78
2020,259,2020-09-15,64.03
2020,260,2020-09-16,65.89
2020,261,2020-09-17,65.85
2020,262,2020-09-18,63.59
2020,263,2020-09-19,63.68
2020,264,2020-09-20,63.41
2020,265,2020-09-21,62.36
2020,266,2020-09-22,65.72
2020,267,2020-09-23,64.18
2020,268,2020-09-24,67.73
2020,269,2020-09-25,63.46
2020,270,2020-09-26,62.11
2020,271,2020-09-27,59.38
2020,272,2020-09-28,59.97
2020,273,2020-09-29,65.49
2020,274,2020-09-30,61.59
2020,275,2020-10-01,67.1
2020,276,2020-10-02,63.21
2020,277,2020-10-03,66.96
2020,278,2020-10-04,65.27
2020,279,2020-10-05,64.57
2020,280,2020-10-06,62.09
2020,281,2020-10-07,59.46
2020,282,2020-10-08,64.15
2020,283,2020-10-09,64.86
2020,284,2020-10-10,65.53
2020,285,2020-10-11,64.34
2020,286,2020-10-12,64.73
2020,287,2020-10-13,70.12
2020,288,2020-10-14,67.46
2020,289,2020-10-15,61.43
2020,290,2020-10-16,60.1
2020,291,2020-10-17,61.72
2020,292,2020-10-18,63.77
2020,293,2020-10-19,60.19
2020,294,2020-10-20,60.15
2020,295,2020-10-21,63.65
2020,296,2020-10-22,62.08
2020,297,2020-10-23,64.45
2020,298,2020-10-24,59.69
2020,299,2020-10-25,63.41
2020,300,2020-10-26,66.35
2020,301,2020-10-27,61.09
2020,302,2020-10-28,61.45
2020,303,2020-10-29,69.63
2020,304,2020-10-30,69.82
2020,305,2020-10-31,63.95
2020,306,2020-11-01,63.29
2020,307,2020-11-02,65.88
2020,308,2020-11-03,68.11
2020,309,2020-11-04,63.44
2020,310,2020-11-05,64.62
2020,311,2020-11-06,64.83
2020,312,2020-11-07,64.76
2020,313,2020-11-08,64.7
2020,314,2020-11-09,62.6
2020,315,2020-11-10,63.59
2020,316,2020-11-11,64.29
2020,317,2020-11-12,63.33
2020,318,2020-11-13,65.03
2020,319,2020-11-14,61.62
2020,320,2020-11-15,61.92
2020,321,2020-11-16,60.98
2020,322,2020-11-17,64.9
2020,323,2020-11-18,68.45
2020,324,2020-11-19,68.15
2020,325,2020-11-20,64.92
2020,326,2020-11-21,61.87
2020,327,2020-11-22,67.34
2020,328,2020-11-23,66.6
2020,329,2020-11-24,62.08
2020,330,2020-11-25,66.51
2020,331,2020-11-26,65.61
2020,332,2020-11-27,62.52
2020,333,2020-11-28,65.81
2020,334,2020-11-29,64.04
2020,335,2020-11-30,58.0
2020,336,2020-12-01,58.0
2020,337,2020-12-02,62.58
2020,338,2020-12-03,62.44
2020,339,2020-12-04,65.41
2020,340,2020-12-05,62.17
2020,341,2020-12-06,65.69
2020,342,2020-12-07,60.29
2020,343,2020-12-08,63.7
2020,344,2020-12-09,62.42
2020,345,2020-12-10,61.64
2020,346,2020-12-11,63.51
2020,347,2020-12-12,66.93
2020,348,2020-12-13,61.69
2020,349,2020-12-14,61.23
2020,350,2020-12-15,63.55
2020,351,2020-12-16,65.12
2020,352,2020-12-17,61.73
2020,353,2020-12-18,62.77
2020,354,2020-12-19,60.24
2021,15,2021-01-15,58.0
2021,16,2021-01-16,60.59
2021,17,2021-01-17,62.35
2021,18,2021-01-18,63.21
2021,19,2021-01-19,62.66
2021,20,2021-01-20,61.14
2021,21,2021-01-21,62.49
2021,22,2021-01-22,64.67
2021,23,2021-01-23,64.53
2021,24,2021-01-24,64.28
2021,25,2021-01-25,63.66
2021,26,2021-01-26,63.66
2021,27,2021-01-27,65.63
2021,28,2021-01-28,64.65
2021,29,2021-01-29,66.91
2021,30,2021-01-30,61.91
2021,31,2021-01-31,65.05
2021,32,2021-02-01,59.96
2021,33,2021-02-02,63.81
2021,34,2021-02-03,62.08
2021,35,2021-02-04,64.73
2021,36,2021-02-05,62.91
2021,37,2021-02-06,65.11
2021,38,2021-02-07,61.58
2021,39,2021-02-08,63.41
2021,40,2021-02-09,64.79
2021,41,2021-02-10,65.41
2021,42,2021-02-11,62.82
2021,43,2021-02-12,63.38
2021,44,2021-02-13,68.15
2021,45,2021-02-14,61.64
2021,46,2021-02-15,65.41
2021,47,2021-02-16,65.99
2021,48,2021-02-17,63.6
2021,49,2021-02-18,64.53
2021,50,2021-02-19,62.57
2021,51,2021-02-20,64.31
2021,52,2021-02-21,63.21
2021,53,2021-02-22,62.24
2021,54,2021-02-23,64.17
2021,55,2021-02-24,65.69
2021,56,2021-02-25,61.01
2021,57,2021-02-26,61.25
2021,58,2021-02-27,62.35
2021,59,2021-02-28,64.01
2021,60,2021-03-01,67.53
2021,61,2021-03-02,68.7
2021,62,2021-03-03,66.69
2021,63,2021-03-04,62.35
2021,64,2021-03-05,62.83
2021,65,2021-03-06,64.9
2021,66,2021-03-07,65.77
2021,67,2021-03-08,63.1
2021,68,2021-03-09,65.05
2021,69,2021-03-10,65.86
2021,70,2021-03-11,61.64
2021,71,2021-03-12,65.06
2021,72,2021-03-13,67.35
2021,73,2021-03-14,64.07
2021,74,2021-03-15,64.97
2021,75,2021-03-16,65.7
2021,76,2021-03-17,60.48
2021,77,2021-03-18,61.59
2021,78,2021-03-19,58.72
2021,79,2021-03-20,59.88
2021,80,2021-03-21,64.26
2021,81,2021-03-22,62.02
2021,82,2021-03-23,63.51
2021,83,2021-03-24,67.05
2021,84,2021-03-25,64.29
2021,85,2021-03-26,66.41
2021,86,2021-03-27,68.64
2021,87,2021-03-28,64.51
2021,88,2021-03-29,64.7
2021,89,2021-03-30,68.67
2021,90,2021-03-31,63.37
2021,91,2021-04-01,62.3
2021,92,2021-04-02,66.36
2021,93,2021-04-03,65.99
2021,94,2021-04-04,66.03
2021,95,2021-04-05,69.06
2021,96,2021-04-06,66.95
2021,97,2021-04-07,64.98
2021,98,2021-04-08,63.57
2021,99,2021-04-09,63.48
2021,100,2021-04-10,62.78
2021,101,2021-04-11,65.41
2021,102,2021-04-12,65.77
2021,103,2021-04-13,63.81
2021,104,2021-04-14,63.08
2021,105,2021-04-15,65.53
2021,106,2021-04-16,65.86
2021,107,2021-04-17,66.11
2021,108,2021-04-18,62.03
2021,109,2021-04-19,65.36
2021,110,2021-04-20,66.68
2021,111,2021-04-21,64.31
2021,112,2021-04-22,70.84
2021,113,2021-04-23,66.29
2021,114,2021-04-24,63.65
2021,115,2021-04-25,63.19
2021,116,2021-04-26,64.04
2021,117,2021-04-27,63.59
2021,118,2021-04-28,63.22
2021,119,2021-04-29,63.82
2021,120,2021-04-30,62.28
2021,121,2021-05-01,66.13
2021,122,2021-05-02,66.98
2021,123,2021-05-03,64.78
2021,124,2021-05-04,63.3
2021,125,2021-05-05,63.26
2021,126,2021-05-06,67.76
2021,127,2021-05-07,68.77
2021,128,2021-05-08,66.69
2021,129,2021-05-09,65.56
2021,130,2021-05-10,66.02
2021,131,2021-05-11,63.04
2021,132,2021-05-12,63.84
2021,133,2021-05-13,64.59
2021,134,2021-05-14,64.98
2021,135,2021-05-15,64.72
2021,136,2021-05-16,65.69
2021,137,2021-05-17,67.43
2021,138,2021-05-18,65.25
2021,139,2021-05-19,63.92
2021,140,2021-05-20,63.63
2021,141,2021-05-21,65.0
2021,142,2021-05-22,63.7
2021,143,2021-05-23,63.18
2021,144,2021-05-24,64.79
2021,145,2021-05-25,66.0
2021,146,2021-05-26,66.11
2021,147,2021-05-27,67.18
2021,148,2021-05-28,68.78
2021,149,2021-05-29,67.68
2021,150,2021-05-30,66.3
2021,151,2021-05-31,64.54
2021,152,2021-06-01,65.42
2021,153,2021-06-02,64.73
2021,154,2021-06-03,64.31
2021,155,2021-06-04,64.65
2021,156,2021-06-05,64.75
2021,157,2021-06-06,67.02
2021,158,2021-06-07,63.1
2021,159,2021-06-08,62.44
2021,160,2021-06-09,63.0
2021,161,2021-06-10,63.1
2021,162,2021-06-11,64.64
2021,163,2021-06-12,66.24
2021,164,2021-06-13,70.12
2021,165,2021-06-14,66.35
2021,166,2021-06-15,64.86
2021,167,2021-06-16,65.94
2021,168,2021-06-17,67.26
2021,169,2021-06-18,65.99
2021,170,2021-06-19,61.59
2021,171,2021-06-20,64.18
2021,172,2021-06-21,66.19
2021,173,2021-06-22,64.68
2021,174,2021-06-23,64.45
2021,175,2021-06-24,65.67
2021,176,2021-06-25,63.4
2021,177,2021-06-26,64.28
2021,178,2021-06-27,65.7
2021,179,2021-06-28,64.62
2021,180,2021-06-29,62.93
2021,181,2021-06-30,64.57
2021,182,2021-07-01,62.74
2021,183,2021-07-02,62.64
2021,184,2021-07-03,63.26
2021,185,2021-07-04,64.15
2021,186,2021-07-05,64.61
2021,187,2021-07-06,68.88
2021,188,2021-07-07,67.93
2021,189,2021-07-08,67.68
2021,190,2021-07-09,63.68
2021,191,2021-07-10,66.21
2021,192,2021-07-11,66.25
2021,193,2021-07-12,63.51
2021,194,2021-07-13,66.44
2021,195,2021-07-14,66.05
2021,196,2021-07-15,67.9
2021,197,2021-07-16,60.74
2021,198,2021-07-17,64.54
2021,199,2021-07-18,60.89
2021,200,2021-07-19,63.6
2021,201,2021-07-20,65.11
2021,202,2021-07-21,65.09
2021,203,2021-07-22,65.59
2021,204,2021-07-23,67.35
2021,205,2021-07-24,67.42
2021,206,2021-07-25,64.72
2021,207,2021-07-26,62.61
2021,208,2021-07-27,59.65
2021,209,2021-07-28,65.83
2021,210,2021-07-29,63.43
2021,211,2021-07-30,61.53
2021,212,2021-07-31,65.25
2021,213,2021-08-01,64.68
2021,214,2021-08-02,61.98
2021,215,2021-08-03,64.51
2021,216,2021-08-04,64.06
2021,217,2021-08-05,62.8
2021,218,2021-08-06,63.35
2021,219,2021-08-07,68.97
2021,220,2021-08-08,62.74
2021,221,2021-08-09,65.75
2021,222,2021-08-10,63.49
2021,223,2021-08-11,61.28
2021,224,2021-08-12,58.14
2021,225,2021-08-13,68.77
2021,226,2021-08-14,66.02
2021,227,2021-08-15,60.12
2021,228,2021-08-16,60.07
2021,229,2021-08-17,59.77
2021,230,2021-08-18,62.71
2021,231,2021-08-19,66.19
2021,232,2021-08-20,64.54
2021,233,2021-08-21,67.92
2021,234,2021-08-22,66.46
2021,235,2021-08-23,66.69
2021,236,2021-08-24,66.54
2021,237,2021-08-25,63.68
2021,238,2021-08-26,62.49
2021,239,2021-08-27,63.57
2021,240,2021-08-28,63.43
2021,241,2021-08-29,63.33
2021,242,2021-08-30,67.16
2021,243,2021-08-31,64.62
2021,244,2021-09-01,68.04
2021,245,2021-09-02,64.59
2021,246,2021-09-03,62.09
2021,247,2021-09-04,64.26
2021,248,2021-09-05,63.15
2021,249,2021-09-06,63.33
2021,250,2021-09-07,60.68
2021,251,2021-09-08,65.47
2021,252,2021-09-09,66.96
2021,253,2021-09-10,67.54
2021,254,2021-09-11,63.6
2021,255,2021-09-12,61.4
2021,256,2021-09-13,64.15
2021,257,2021-09-14,67.15
2021,258,2021-09-15,60.82
2021,259,2021-09-16,61.48
2021,260,2021-09-17,63.74
2021,261,2021-09-18,64.04
2021,262,2021-09-19,63.07
2021,263,2021-09-20,67.54
2021,264,2021-09-21,65.14
2021,265,2021-09-22,63.21
2021,266,2021-09-23,62.36
2021,267,2021-09-24,64.61
2021,268,2021-09-25,68.84
2021,269,2021-09-26,64.94
2021,270,2021-09-27,63.07
2021,271,2021-09-28,64.43
2021,272,2021-09-29,61.23
2021,273,2021-09-30,62.49
2021,274,2021-10-01,65.7
2021,275,2021-10-02,64.95
2021,276,2021-10-03,59.8
2021,277,2021-10-04,62.99
2021,278,2021-10-05,64.43
2021,279,2021-10-06,64.62
2021,280,2021-10-07,67.15
2021,281,2021-10-08,65.86
2021,282,2021-10-09,64.06
2021,283,2021-10-10,65.96
2021,284,2021-10-11,66.27
2021,285,2021-10-12,65.77
2021,286,2021-10-13,61.31
2021,287,2021-10-14,64.59
2021,288,2021-10-15,64.67
2021,289,2021-10-16,61.5
2021,290,2021-10-17,67.18
2021,291,2021-10-18,67.26
2021,292,2021-10-19,68.64
2021,293,2021-10-20,67.65
2021,294,2021-10-21,65.86
2021,295,2021-10-22,67.79
2021,296,2021-10-23,64.95
2021,297,2021-10-24,60.02
