Date,Year,DayOfYear,Value
2019-08-05,2019,217,63.9
2019-08-06,2019,218,63.29
2019-08-07,2019,219,65.5
2019-08-08,2019,220,64.79
2019-08-09,2019,221,63.76
2019-08-10,2019,222,63.51
2019-08-11,2019,223,65.19
2019-08-12,2019,224,65.3
2019-08-13,2019,225,64.1
2019-08-14,2019,226,63.63
2019-08-15,2019,227,62.41
2019-08-16,2019,228,63.44
2019-08-17,2019,229,62.42
2019-08-18,2019,230,59.14
2019-08-19,2019,231,60.82
2019-08-20,2019,232,65.67
2019-08-21,2019,233,62.22
2019-08-22,2019,234,63.82
2019-08-23,2019,235,59.41
2019-08-24,2019,236,58.26
2019-08-25,2019,237,62.36
2019-08-26,2019,238,65.03
2019-08-27,2019,239,62.28
2019-08-28,2019,240,60.12
2019-08-29,2019,241,63.15
2019-08-30,2019,242,61.73
2019-08-31,2019,243,59.66
2019-09-01,2019,244,63.71
2019-09-02,2019,245,63.95
2019-09-03,2019,246,64.14
2019-09-04,2019,247,64.87
2019-09-05,2019,248,65.88
2019-09-06,2019,249,61.39
2019-09-07,2019,250,59.88
2019-09-08,2019,251,65.17
2019-09-09,2019,252,68.47
2019-09-10,2019,253,63.21
2019-09-11,2019,254,62.35
2019-09-12,2019,255,61.51
2019-09-13,2019,256,60.19
2019-09-14,2019,257,60.21
2019-09-15,2019,258,61.0
2019-09-16,2019,259,64.1
2019-09-17,2019,260,61.94
2019-09-18,2019,261,61.22
2019-09-19,2019,262,61.65
2019-09-20,2019,263,62.16
2019-09-21,2019,264,60.54
2019-09-22,2019,265,64.07
2019-09-23,2019,266,62.69
2019-09-24,2019,267,58.39
2019-09-25,2019,268,60.27
2019-09-26,2019,269,62.19
2019-09-27,2019,270,64.18
2019-09-28,2019,271,64.03
2019-09-29,2019,272,61.07
2019-09-30,2019,273,59.83
2019-10-01,2019,274,61.04
2019-10-02,2019,275,63.27
2019-10-03,2019,276,64.23
2019-10-04,2019,277,64.21
2019-10-05,2019,278,63.96
2019-10-06,2019,279,64.53
2019-10-07,2019,280,61.42
2019-10-08,2019,281,59.91
2019-10-09,2019,282,63.26
2019-10-10,2019,283,58.72
2019-10-11,2019,284,61.04
2019-10-12,2019,285,62.96
2019-10-13,2019,286,63.6
2019-10-14,2019,287,61.73
2019-10-15,2019,288,61.56
2019-10-16,2019,289,64.72
2019-10-17,2019,290,64.68
2019-10-18,2019,291,64.64
2019-10-19,2019,292,64.57
2019-10-20,2019,293,64.23
2019-10-21,2019,294,64.64
2019-10-22,2019,295,60.15
2019-10-23,2019,296,65.19
2019-10-24,2019,297,65.63
2019-10-25,2019,298,67.49
2019-10-26,2019,299,61.97
2019-10-27,2019,300,61.91
2019-10-28,2019,301,61.12
2019-10-29,2019,302,64.94
2019-10-30,2019,303,60.59
2019-10-31,2019,304,63.04
2019-11-01,2019,305,63.27
2019-11-02,2019,306,64.21
2019-11-03,2019,307,62.11
2019-11-04,2019,308,67.01
2019-11-05,2019,309,69.25
2019-11-06,2019,310,67.29
2019-11-07,2019,311,60.18
2019-11-08,2019,312,64.95
2019-11-09,2019,313,59.39
2019-11-10,2019,314,58.0
2019-11-11,2019,315,63.7
2019-11-12,2019,316,64.03
2019-11-13,2019,317,65.36
2019-11-14,2019,318,61.72
2019-11-15,2019,319,59.24
2019-11-16,2019,320,59.22
2019-11-17,2019,321,58.0
2019-11-18,2019,322,60.9
2019-11-19,2019,323,63.77
2019-11-20,2019,324,63.57
2019-11-21,2019,325,61.91
2019-11-22,2019,326,65.92
2019-11-23,2019,327,59.24
2019-11-24,2019,328,63.27
2019-11-25,2019,329,64.61
2019-11-26,2019,330,62.17
2019-11-27,2019,331,58.17
2019-11-28,2019,332,58.0
2019-11-29,2019,333,65.33
2019-11-30,2019,334,64.48
2019-12-01,2019,335,60.45
2019-12-02,2019,336,61.87
2019-12-03,2019,337,62.09
2019-12-04,2019,338,58.0
2019-12-05,2019,339,62.88
2019-12-06,2019,340,58.0
2019-12-07,2019,341,62.85
2019-12-08,2019,342,62.61
2019-12-09,2019,343,59.88
2019-12-10,2019,344,59.52
2019-12-11,2019,345,62.49
2019-12-12,2019,346,61.25
2019-12-13,2019,347,60.29
2019-12-14,2019,348,61.45
2019-12-15,2019,349,63.44
2019-12-16,2019,350,60.26
2019-12-17,2019,351,59.91
2019-12-18,2019,352,63.35
2019-12-19,2019,353,67.62
2019-12-20,2019,354,64.62
2020-01-14,2020,14,64.15
2020-01-15,2020,15,64.14
2020-01-16,2020,16,64.03
2020-01-17,2020,17,65.63
2020-01-18,2020,18,65.52
2020-01-19,2020,19,62.42
2020-01-20,2020,20,61.39
2020-01-21,2020,21,64.26
2020-01-22,2020,22,60.79
2020-01-23,2020,23,59.16
2020-01-24,2020,24,63.3
2020-01-25,2020,25,63.95
2020-01-26,2020,26,60.26
2020-01-27,2020,27,62.97
2020-01-28,2020,28,62.46
2020-01-29,2020,29,60.52
2020-01-30,2020,30,61.62
2020-01-31,2020,31,63.87
2020-02-01,2020,32,68.59
2020-02-02,2020,33,65.83
2020-02-03,2020,34,63.62
2020-02-04,2020,35,61.03
2020-02-05,2020,36,65.86
2020-02-06,2020,37,68.51
2020-02-07,2020,38,61.73
2020-02-08,2020,39,58.0
2020-02-09,2020,40,60.87
2020-02-10,2020,41,63.73
2020-02-11,2020,42,63.85
2020-02-12,2020,43,65.38
2020-02-13,2020,44,70.57
2020-02-14,2020,45,63.29
2020-02-15,2020,46,61.78
2020-02-16,2020,47,62.57
2020-02-17,2020,48,61.69
2020-02-18,2020,49,65.33
2020-02-19,2020,50,63.51
2020-02-20,2020,51,62.14
2020-02-21,2020,52,63.22
2020-02-22,2020,53,64.17
2020-02-23,2020,54,63.7
2020-02-24,2020,55,62.33
2020-02-25,2020,56,62.42
2020-02-26,2020,57,65.0
2020-02-27,2020,58,66.02
2020-02-28,2020,59,66.21
2020-02-29,2020,60,66.1
2020-03-01,2020,61,64.65
2020-03-02,2020,62,65.38
2020-03-03,2020,63,67.16
2020-03-04,2020,64,62.82
2020-03-05,2020,65,63.68
2020-03-06,2020,66,63.38
2020-03-07,2020,67,64.37
2020-03-08,2020,68,60.51
2020-03-09,2020,69,65.59
2020-03-10,2020,70,65.2
2020-03-11,2020,71,61.72
2020-03-12,2020,72,67.12
2020-03-13,2020,73,65.78
2020-03-14,2020,74,63.22
2020-03-15,2020,75,61.47
2020-03-16,2020,76,61.53
2020-03-17,2020,77,62.85
2020-03-18,2020,78,63.51
2020-03-19,2020,79,64.45
2020-03-20,2020,80,62.69
2020-03-21,2020,81,64.24
2020-03-22,2020,82,65.55
2020-03-23,2020,83,65.42
2020-03-24,2020,84,63.93
2020-03-25,2020,85,65.16
2020-03-26,2020,86,66.47
2020-03-27,2020,87,61.47
2020-03-28,2020,88,63.05
2020-03-29,2020,89,63.16
2020-03-30,2020,90,61.84
2020-03-31,2020,91,65.8
2020-04-01,2020,92,66.29
2020-04-02,2020,93,63.9
2020-04-03,2020,94,65.23
2020-04-04,2020,95,64.83
2020-04-05,2020,96,62.5
2020-04-06,2020,97,65.01
2020-04-07,2020,98,61.78
2020-04-08,2020,99,64.92
2020-04-09,2020,100,60.68
2020-04-10,2020,101,62.46
2020-04-11,2020,102,68.15
2020-04-12,2020,103,65.12
2020-04-13,2020,104,61.36
2020-04-14,2020,105,64.37
2020-04-15,2020,106,63.54
2020-04-16,2020,107,62.38
2020-04-17,2020,108,62.86
2020-04-18,2020,109,64.54
2020-04-19,2020,110,65.39
2020-04-20,2020,111,61.89
2020-04-21,2020,112,64.35
2020-04-22,2020,113,65.22
2020-04-23,2020,114,65.16
2020-04-24,2020,115,65.74
2020-04-25,2020,116,62.35
2020-04-26,2020,117,59.76
2020-04-27,2020,118,58.0
2020-04-28,2020,119,59.6
2020-04-29,2020,120,66.47
2020-04-30,2020,121,65.09
2020-05-01,2020,122,60.37
2020-05-02,2020,123,63.52
2020-05-03,2020,124,62.03
2020-05-04,2020,125,60.15
2020-05-05,2020,126,61.72
2020-05-06,2020,127,64.65
2020-05-07,2020,128,59.16
2020-05-08,2020,129,60.92
2020-05-09,2020,130,62.71
2020-05-10,2020,131,63.32
2020-05-11,2020,132,64.07
2020-05-12,2020,133,65.16
2020-05-13,2020,134,63.95
2020-05-14,2020,135,60.57
2020-05-15,2020,136,61.84
2020-05-16,2020,137,63.95
2020-05-17,2020,138,62.39
2020-05-18,2020,139,59.25
2020-05-19,2020,140,63.68
2020-05-20,2020,141,65.49
2020-05-21,2020,142,65.78
2020-05-22,2020,143,65.01
2020-05-23,2020,144,64.29
2020-05-24,2020,145,61.83
2020-05-25,2020,146,63.18
2020-05-26,2020,147,63.87
2020-05-27,2020,148,66.0
2020-05-28,2020,149,67.09
2020-05-29,2020,150,62.78
2020-05-30,2020,151,64.54
2020-05-31,2020,152,64.59
2020-06-01,2020,153,60.01
2020-06-02,2020,154,61.22
2020-06-03,2020,155,64.07
2020-06-04,2020,156,66.33
2020-06-05,2020,157,63.95
2020-06-06,2020,158,64.34
2020-06-07,2020,159,64.5
2020-06-08,2020,160,62.77
2020-06-09,2020,161,66.05
2020-06-10,2020,162,67.51
2020-06-11,2020,163,63.4
2020-06-12,2020,164,61.37
2020-06-13,2020,165,62.0
2020-06-14,2020,166,64.06
2020-06-15,2020,167,64.2
2020-06-16,2020,168,66.11
2020-06-17,2020,169,64.1
2020-06-18,2020,170,59.27
2020-06-19,2020,171,64.4
2020-06-20,2020,172,64.43
2020-06-21,2020,173,63.29
2020-06-22,2020,174,62.39
2020-06-23,2020,175,62.8
2020-06-24,2020,176,63.1
2020-06-25,2020,177,66.52
2020-06-26,2020,178,63.99
2020-06-27,2020,179,63.87
2020-06-28,2020,180,65.34
2020-06-29,2020,181,63.6
2020-06-30,2020,182,67.05
2020-07-01,2020,183,70.57
2020-07-02,2020,184,66.36
2020-07-03,2020,185,63.99
2020-07-04,2020,186,66.79
2020-07-05,2020,187,64.23
2020-07-06,2020,188,61.97
2020-07-07,2020,189,62.63
2020-07-08,2020,190,63.98
2020-07-09,2020,191,66.49
2020-07-10,2020,192,63.65
2020-07-11,2020,193,66.3
2020-07-12,2020,194,61.36
2020-07-13,2020,195,63.07
2020-07-14,2020,196,62.82
2020-07-15,2020,197,63.18
2020-07-16,2020,198,60.37
2020-07-17,2020,199,58.2
2020-07-18,2020,200,62.5
2020-07-19,2020,201,69.74
2020-07-20,2020,202,65.49
2020-07-21,2020,203,62.11
2020-07-22,2020,204,60.95
2020-07-23,2020,205,60.01
2020-07-24,2020,206,67.92
2020-07-25,2020,207,62.85
2020-07-26,2020,208,61.8
2020-07-27,2020,209,62.64
2020-07-28,2020,210,63.85
2020-07-29,2020,211,63.73
2020-07-30,2020,212,63.79
2020-07-31,2020,213,65.91
2020-08-01,2020,214,62.94
2020-08-02,2020,215,62.14
2020-08-03,2020,216,64.78
2020-08-04,2020,217,64.37
2020-08-05,2020,218,60.56
2020-08-06,2020,219,63.81
2020-08-07,2020,220,63.6
2020-08-08,2020,221,61.29
2020-08-09,2020,222,63.11
2020-08-10,2020,223,61.7
2020-08-11,2020,224,63.62
2020-08-12,2020,225,66.91
2020-08-13,2020,226,66.73
2020-08-14,2020,227,62.5
2020-08-15,2020,228,65.34
2020-08-16,2020,229,63.33
2020-08-17,2020,230,59.41
2020-08-18,2020,231,58.39
2020-08-19,2020,232,59.55
2020-08-20,2020,233,64.54
2020-08-21,2020,234,68.84
2020-08-22,2020,235,64.32
2020-08-23,2020,236,61.42
2020-08-24,2020,237,62.08
2020-08-25,2020,238,63.48
2020-08-26,2020,239,62.83
2020-08-27,2020,240,61.92
2020-08-28,2020,241,58.0
2020-08-29,2020,242,58.31
2020-08-30,2020,243,64.86
2020-08-31,2020,244,67.76
2020-09-01,2020,245,64.01
2020-09-02,2020,246,64.21
2020-09-03,2020,247,66.14
2020-09-04,2020,248,67.35
2020-09-05,2020,249,65.16
2020-09-06,2020,250,65.0
2020-09-07,2020,251,64.56
2020-09-08,2020,252,63.37
2020-09-09,2020,253,63.74
2020-09-10,2020,254,64.37
2020-09-11,2020,255,65.3
2020-09-12,2020,256,65.12
2020-09-13,2020,257,63.62
2020-09-14,2020,258,66.38
2020-09-15,2020,259,65.12
2020-09-16,2020,260,64.2
2020-09-17,2020,261,66.41
2020-09-18,2020,262,65.23
2020-09-19,2020,263,63.19
2020-09-20,2020,264,63.85
2020-09-21,2020,265,62.83
2020-09-22,2020,266,63.79
2020-09-23,2020,267,64.23
2020-09-24,2020,268,66.65
2020-09-25,2020,269,65.94
2020-09-26,2020,270,63.02
2020-09-27,2020,271,61.51
2020-09-28,2020,272,58.66
2020-09-29,2020,273,61.5
2020-09-30,2020,274,65.72
2020-10-01,2020,275,62.08
2020-10-02,2020,276,67.35
2020-10-03,2020,277,63.62
2020-10-04,2020,278,66.87
2020-10-05,2020,279,65.0
2020-10-06,2020,280,64.43
2020-10-07,2020,281,60.9
2020-10-08,2020,282,60.13
2020-10-09,2020,283,65.33
2020-10-10,2020,284,64.17
2020-10-11,2020,285,66.03
2020-10-12,2020,286,63.92
2020-10-13,2020,287,65.67
2020-10-14,2020,288,70.84
2020-10-15,2020,289,66.24
2020-10-16,2020,290,60.6
2020-10-17,2020,291,60.19
2020-10-18,2020,292,62.39
2020-10-19,2020,293,63.05
2020-10-20,2020,294,59.65
2020-10-21,2020,295,60.95
2020-10-22,2020,296,64.15
2020-10-23,2020,297,61.36
2020-10-24,2020,298,65.19
2020-10-25,2020,299,59.16
2020-10-26,2020,300,63.98
2020-10-27,2020,301,65.96
2020-10-28,2020,302,60.65
2020-10-29,2020,303,62.03
2020-10-30,2020,304,70.32
2020-10-31,2020,305,69.38
2020-11-01,2020,306,63.7
2020-11-02,2020,307,63.41
2020-11-03,2020,308,67.2
2020-11-04,2020,309,67.29
2020-11-05,2020,310,62.53
2020-11-06,2020,311,65.49
2020-11-07,2020,312,64.45
2020-11-08,2020,313,64.94
2020-11-09,2020,314,64.35
2020-11-10,2020,315,62.39
2020-11-11,2020,316,63.88
2020-11-12,2020,317,64.03
2020-11-13,2020,318,63.84
2020-11-14,2020,319,64.21
2020-11-15,2020,320,61.8
2020-11-16,2020,321,61.78
2020-11-17,2020,322,60.85
2020-11-18,2020,323,65.8
2020-11-19,2020,324,68.42
2020-11-20,2020,325,67.9
2020-11-21,2020,326,64.54
2020-11-22,2020,327,62.28
2020-11-23,2020,328,67.76
2020-11-24,2020,329,66.16
2020-11-25,2020,330,62.42
2020-11-26,2020,331,66.85
2020-11-27,2020,332,65.22
2020-11-28,2020,333,62.83
2020-11-29,2020,334,66.19
2020-11-30,2020,335,63.21
2020-12-01,2020,336,58.0
2020-12-02,2020,337,58.39
2020-12-03,2020,338,62.8
2020-12-04,2020,339,62.53
2020-12-05,2020,340,65.5
2020-12-06,2020,341,62.42
2020-12-07,2020,342,65.25
2020-12-08,2020,343,60.56
2020-12-09,2020,344,63.62
2020-12-10,2020,345,62.42
2020-12-11,2020,346,61.64
2020-12-12,2020,347,63.51
2020-12-13,2020,348,66.93
2020-12-14,2020,349,61.69
2020-12-15,2020,350,61.23
2020-12-16,2020,351,63.55
2020-12-17,2020,352,65.12
2020-12-18,2020,353,61.73
2020-12-19,2020,354,62.77
2020-12-20,2020,355,60.24
2021-01-15,2021,15,58.0
2021-01-16,2021,16,60.59
2021-01-17,2021,17,62.35
2021-01-18,2021,18,63.21
2021-01-19,2021,19,62.66
2021-01-20,2021,20,61.14
2021-01-21,2021,21,62.49
2021-01-22,2021,22,64.67
2021-01-23,2021,23,64.53
2021-01-24,2021,24,64.28
2021-01-25,2021,25,63.66
2021-01-26,2021,26,63.66
2021-01-27,2021,27,65.63
2021-01-28,2021,28,64.65
2021-01-29,2021,29,66.91
2021-01-30,2021,30,61.91
2021-01-31,2021,31,65.05
2021-02-01,2021,32,59.96
2021-02-02,2021,33,63.81
2021-02-03,2021,34,62.08
2021-02-04,2021,35,64.73
2021-02-05,2021,36,62.91
2021-02-06,2021,37,65.11
2021-02-07,2021,38,61.58
2021-02-08,2021,39,63.41
2021-02-09,2021,40,64.79
2021-02-10,2021,41,65.41
2021-02-11,2021,42,62.82
2021-02-12,2021,43,63.38
2021-02-13,2021,44,68.15
2021-02-14,2021,45,61.64
2021-02-15,2021,46,65.41
2021-02-16,2021,47,65.99
2021-02-17,2021,48,63.6
2021-02-18,2021,49,64.53
2021-02-19,2021,50,62.57
2021-02-20,2021,51,64.31
2021-02-21,2021,52,63.21
2021-02-22,2021,53,62.24
2021-02-23,2021,54,64.17
2021-02-24,2021,55,65.69
2021-02-25,2021,56,61.01
2021-02-26,2021,57,61.25
2021-02-27,2021,58,62.35
2021-02-28,2021,59,64.01
2021-03-01,2021,60,67.53
2021-03-02,2021,61,68.7
2021-03-03,2021,62,66.69
2021-03-04,2021,63,62.35
2021-03-05,2021,64,62.83
2021-03-06,2021,65,64.9
2021-03-07,2021,66,65.77
2021-03-08,2021,67,63.1
2021-03-09,2021,68,65.05
2021-03-10,2021,69,65.86
2021-03-11,2021,70,61.64
2021-03-12,2021,71,65.06
2021-03-13,2021,72,67.35
2021-03-14,2021,73,64.07
2021-03-15,2021,74,64.97
2021-03-16,2021,75,65.7
2021-03-17,2021,76,60.48
2021-03-18,2021,77,61.59
2021-03-19,2021,78,58.72
2021-03-20,2021,79,59.88
2021-03-21,2021,80,64.26
2021-03-22,2021,81,62.02
2021-03-23,2021,82,63.51
2021-03-24,2021,83,67.05
2021-03-25,2021,84,64.29
2021-03-26,2021,85,66.41
2021-03-27,2021,86,68.64
2021-03-28,2021,87,64.51
2021-03-29,2021,88,64.7
2021-03-30,2021,89,68.67
2021-03-31,2021,90,63.37
2021-04-01,2021,91,62.3
2021-04-02,2021,92,66.36
2021-04-03,2021,93,65.99
2021-04-04,2021,94,66.03
2021-04-05,2021,95,69.06
2021-04-06,2021,96,66.95
2021-04-07,2021,97,64.98
2021-04-08,2021,98,63.57
2021-04-09,2021,99,63.48
2021-04-10,2021,100,62.78
2021-04-11,2021,101,65.41
2021-04-12,2021,102,65.77
2021-04-13,2021,103,63.81
2021-04-14,2021,104,63.08
2021-04-15,2021,105,65.53
2021-04-16,2021,106,65.86
2021-04-17,2021,107,66.11
2021-04-18,2021,108,62.03
2021-04-19,2021,109,65.36
2021-04-20,2021,110,66.68
2021-04-21,2021,111,64.31
2021-04-22,2021,112,70.84
2021-04-23,2021,113,66.29
2021-04-24,2021,114,63.65
2021-04-25,2021,115,63.19
2021-04-26,2021,116,64.04
2021-04-27,2021,117,63.59
2021-04-28,2021,118,63.22
2021-04-29,2021,119,63.82
2021-04-30,2021,120,62.28
2021-05-01,2021,121,66.13
2021-05-02,2021,122,66.98
2021-05-03,2021,123,64.78
2021-05-04,2021,124,63.3
2021-05-05,2021,125,63.26
2021-05-06,2021,126,67.76
2021-05-07,2021,127,68.77
2021-05-08,2021,128,66.69
2021-05-09,2021,129,65.56
2021-05-10,2021,130,66.02
2021-05-11,2021,131,63.04
2021-05-12,2021,132,63.84
2021-05-13,2021,133,64.59
2021-05-14,2021,134,64.98
2021-05-15,2021,135,64.72
2021-05-16,2021,136,65.69
2021-05-17,2021,137,67.43
2021-05-18,2021,138,65.25
2021-05-19,2021,139,63.92
2021-05-20,2021,140,63.63
2021-05-21,2021,141,65.0
2021-05-22,2021,142,63.7
2021-05-23,2021,143,63.18
2021-05-24,2021,144,64.79
2021-05-25,2021,145,66.0
2021-05-26,2021,146,66.11
2021-05-27,2021,147,67.18
2021-05-28,2021,148,68.78
2021-05-29,2021,149,67.68
2021-05-30,2021,150,66.3
2021-05-31,2021,151,64.54
2021-06-01,2021,152,65.42
2021-06-02,2021,153,64.73
2021-06-03,2021,154,64.31
2021-06-04,2021,155,64.65
2021-06-05,2021,156,64.75
2021-06-06,2021,157,67.02
2021-06-07,2021,158,63.1
2021-06-08,2021,159,62.44
2021-06-09,2021,160,63.0
2021-06-10,2021,161,63.1
2021-06-11,2021,162,64.64
2021-06-12,2021,163,66.24
2021-06-13,2021,164,70.12
2021-06-14,2021,165,66.35
2021-06-15,2021,166,64.86
2021-06-16,2021,167,65.94
2021-06-17,2021,168,67.26
2021-06-18,2021,169,65.99
2021-06-19,2021,170,61.59
2021-06-20,2021,171,64.18
2021-06-21,2021,172,66.19
2021-06-22,2021,173,64.68
2021-06-23,2021,174,64.45
2021-06-24,2021,175,65.67
2021-06-25,2021,176,63.4
2021-06-26,2021,177,64.28
2021-06-27,2021,178,65.7
2021-06-28,2021,179,64.62
2021-06-29,2021,180,62.93
2021-06-30,2021,181,64.57
2021-07-01,2021,182,62.74
2021-07-02,2021,183,62.64
2021-07-03,2021,184,63.26
2021-07-04,2021,185,64.15
2021-07-05,2021,186,64.61
2021-07-06,2021,187,68.88
2021-07-07,2021,188,67.93
2021-07-08,2021,189,67.68
2021-07-09,2021,190,63.68
2021-07-10,2021,191,66.21
2021-07-11,2021,192,66.25
2021-07-12,2021,193,63.51
2021-07-13,2021,194,66.44
2021-07-14,2021,195,66.05
2021-07-15,2021,196,67.9
2021-07-16,2021,197,60.74
2021-07-17,2021,198,64.54
2021-07-18,2021,199,60.89
2021-07-19,2021,200,63.6
2021-07-20,2021,201,65.11
2021-07-21,2021,202,65.09
2021-07-22,2021,203,65.59
2021-07-23,2021,204,67.35
2021-07-24,2021,205,67.42
2021-07-25,2021,206,64.72
2021-07-26,2021,207,62.61
2021-07-27,2021,208,59.65
2021-07-28,2021,209,65.83
2021-07-29,2021,210,63.43
2021-07-30,2021,211,61.53
2021-07-31,2021,212,65.25
2021-08-01,2021,213,64.68
2021-08-02,2021,214,61.98
2021-08-03,2021,215,64.51
2021-08-04,2021,216,64.06
2021-08-05,2021,217,62.8
2021-08-06,2021,218,63.35
2021-08-07,2021,219,68.97
2021-08-08,2021,220,62.74
2021-08-09,2021,221,65.75
2021-08-10,2021,222,63.49
2021-08-11,2021,223,61.28
2021-08-12,2021,224,58.14
2021-08-13,2021,225,68.77
2021-08-14,2021,226,66.02
2021-08-15,2021,227,60.12
2021-08-16,2021,228,60.07
2021-08-17,2021,229,59.77
2021-08-18,2021,230,62.71
2021-08-19,2021,231,66.19
2021-08-20,2021,232,64.54
2021-08-21,2021,233,67.92
2021-08-22,2021,234,66.46
2021-08-23,2021,235,66.69
2021-08-24,2021,236,66.54
2021-08-25,2021,237,63.68
2021-08-26,2021,238,62.49
2021-08-27,2021,239,63.57
2021-08-28,2021,240,63.43
2021-08-29,2021,241,63.33
2021-08-30,2021,242,67.16
2021-08-31,2021,243,64.62
2021-09-01,2021,244,68.04
2021-09-02,2021,245,64.59
2021-09-03,2021,246,62.09
2021-09-04,2021,247,64.26
2021-09-05,2021,248,63.15
2021-09-06,2021,249,63.33
2021-09-07,2021,250,60.68
2021-09-08,2021,251,65.47
2021-09-09,2021,252,66.96
2021-09-10,2021,253,67.54
2021-09-11,2021,254,63.6
2021-09-12,2021,255,61.4
2021-09-13,2021,256,64.15
2021-09-14,2021,257,67.15
2021-09-15,2021,258,60.82
2021-09-16,2021,259,61.48
2021-09-17,2021,260,63.74
2021-09-18,2021,261,64.04
2021-09-19,2021,262,63.07
2021-09-20,2021,263,67.54
2021-09-21,2021,264,65.14
2021-09-22,2021,265,63.21
2021-09-23,2021,266,62.36
2021-09-24,2021,267,64.61
2021-09-25,2021,268,68.84
2021-09-26,2021,269,64.94
2021-09-27,2021,270,63.07
2021-09-28,2021,271,64.43
2021-09-29,2021,272,61.23
2021-09-30,2021,273,62.49
2021-10-01,2021,274,65.7
2021-10-02,2021,275,64.95
2021-10-03,2021,276,59.8
2021-10-04,2021,277,62.99
2021-10-05,2021,278,64.43
2021-10-06,2021,279,64.62
2021-10-07,2021,280,67.15
2021-10-08,2021,281,65.86
2021-10-09,2021,282,64.06
2021-10-10,2021,283,65.96
2021-10-11,2021,284,66.27
2021-10-12,2021,285,65.77
2021-10-13,2021,286,61.31
2021-10-14,2021,287,64.59
2021-10-15,2021,288,64.67
2021-10-16,2021,289,61.5
2021-10-17,2021,290,67.18
2021-10-18,2021,291,67.26
2021-10-19,2021,292,68.64
2021-10-20,2021,293,67.65
2021-10-21,2021,294,65.86
2021-10-22,2021,295,67.79
2021-10-23,2021,296,64.95
2021-10-24,2021,297,60.02
2021-10-25,2021,298,63.82
2021-10-26,2021,299,70.62
2021-10-27,2021,300,64.65
2021-10-28,2021,301,61.0
2021-10-29,2021,302,64.12
2021-10-30,2021,303,68.19
2021-10-31,2021,304,66.03
2021-11-01,2021,305,64.24
2021-11-02,2021,306,65.19
2021-11-03,2021,307,62.16
2021-11-04,2021,308,61.75
2021-11-05,2021,309,63.65
2021-11-06,2021,310,65.88
2021-11-07,2021,311,64.64
2021-11-08,2021,312,63.24
2021-11-09,2021,313,65.33
2021-11-10,2021,314,63.43
2021-11-11,2021,315,63.29
2021-11-12,2021,316,63.52
2021-11-13,2021,317,65.59
2021-11-14,2021,318,64.89
2021-11-15,2021,319,63.95
2021-11-16,2021,320,63.04
2021-11-17,2021,321,63.15
2021-11-18,2021,322,66.65
2021-11-19,2021,323,62.35
2021-11-20,2021,324,62.77
2021-11-21,2021,325,65.36
2021-11-22,2021,326,66.38
2021-11-23,2021,327,63.96
2021-11-24,2021,328,60.41
2021-11-25,2021,329,64.57
2021-11-26,2021,330,67.42
2021-11-27,2021,331,63.55
2021-11-28,2021,332,64.86
2021-11-29,2021,333,65.74
2021-11-30,2021,334,66.3
2021-12-01,2021,335,65.49
2021-12-02,2021,336,63.11
2021-12-03,2021,337,64.09
2021-12-04,2021,338,65.81
2021-12-05,2021,339,68.23
2021-12-06,2021,340,63.79
2021-12-07,2021,341,61.76
2021-12-08,2021,342,63.87
2021-12-09,2021,343,67.6
2021-12-10,2021,344,65.49
2021-12-11,2021,345,64.5
2021-12-12,2021,346,62.97
2021-12-13,2021,347,62.16
2021-12-14,2021,348,65.09
2021-12-15,2021,349,66.38
2021-12-16,2021,350,67.12
2021-12-17,2021,351,65.31
2021-12-18,2021,352,63.22
2021-12-19,2021,353,63.26
2021-12-20,2021,354,68.59
2022-01-15,2022,15,63.73
2022-01-16,2022,16,66.24
2022-01-17,2022,17,62.94
2022-01-18,2022,18,62.69
2022-01-19,2022,19,62.6
2022-01-20,2022,20,62.25
2022-01-21,2022,21,65.45
2022-01-22,2022,22,58.0
2022-01-23,2022,23,61.25
2022-01-24,2022,24,64.17
2022-01-25,2022,25,65.01
2022-01-26,2022,26,65.33
2022-01-27,2022,27,64.17
2022-01-28,2022,28,63.05
2022-01-29,2022,29,60.98
2022-01-30,2022,30,65.52
2022-01-31,2022,31,63.18
2022-02-01,2022,32,63.41
2022-02-02,2022,33,62.22
2022-02-03,2022,34,65.88
2022-02-04,2022,35,62.25
2022-02-05,2022,36,60.76
2022-02-06,2022,37,62.02
2022-02-07,2022,38,68.41
2022-02-08,2022,39,66.98
2022-02-09,2022,40,60.13
2022-02-10,2022,41,62.77
2022-02-11,2022,42,64.07
2022-02-12,2022,43,64.43
2022-02-13,2022,44,61.26
2022-02-14,2022,45,59.13
2022-02-15,2022,46,62.41
2022-02-16,2022,47,61.59
2022-02-17,2022,48,64.35
2022-02-18,2022,49,64.67
2022-02-19,2022,50,62.14
2022-02-20,2022,51,58.72
2022-02-21,2022,52,61.0
2022-02-22,2022,53,62.66
2022-02-23,2022,54,61.7
2022-02-24,2022,55,61.17
2022-02-25,2022,56,60.21
2022-02-26,2022,57,58.0
2022-02-27,2022,58,67.68
2022-02-28,2022,59,61.26
2022-03-01,2022,60,61.81
2022-03-02,2022,61,63.29
2022-03-03,2022,62,61.15
2022-03-04,2022,63,63.13
2022-03-05,2022,64,62.82
2022-03-06,2022,65,62.42
2022-03-07,2022,66,64.31
2022-03-08,2022,67,63.88
2022-03-09,2022,68,61.29
